department,gender,age,years_of_service,performance_score,trainings_completed,kpi_met,awards_won,is_promoted
Finance,Male,38,27,4.6,3,0,0,1
Sales,Female,24,20,2.9,4,0,0,1
Operations,Female,28,1,3.2,4,1,0,0
Finance,Male,58,21,3.6,4,1,0,1
Marketing,Female,57,17,4.2,3,0,0,1
Sales,Male,24,11,3.3,1,1,0,0
IT,Female,34,27,3.1,5,1,0,0
HR,Male,51,24,3.5,0,1,0,0
HR,Female,44,2,3.2,3,0,0,0
IT,Female,28,25,3.7,4,0,0,0
Operations,Female,51,9,3.5,4,1,0,0
Finance,Male,50,19,3.8,2,1,0,0
HR,Female,29,6,3.9,5,1,1,0
IT,Male,31,25,3.7,1,0,0,1
Marketing,Male,54,7,4.1,2,1,0,0
IT,Male,41,4,3.3,2,1,0,1
Operations,Female,50,3,2.8,5,1,0,0
Operations,Female,50,2,3.0,5,1,0,0
Sales,Male,42,10,3.5,4,1,0,1
HR,Male,22,10,3.7,2,1,1,1
Sales,Female,55,17,3.8,2,0,0,0
IT,Male,53,27,3.2,3,1,0,0
Finance,Male,35,16,3.9,2,1,0,0
Finance,Male,58,26,2.3,1,1,0,0
Operations,Female,56,27,3.2,1,1,0,0
Finance,Male,45,1,3.7,2,0,1,0
Finance,Female,22,12,4.0,2,1,0,0
Finance,Male,27,20,3.9,1,0,0,1
IT,Male,25,20,4.0,2,1,1,1
Finance,Male,59,25,3.6,4,0,0,0
Marketing,Male,22,10,3.4,5,0,1,1
Finance,Male,52,1,2.6,4,1,0,0
Finance,Male,57,16,3.4,4,1,0,1
Sales,Female,30,11,2.9,5,1,0,0
IT,Male,44,4,3.8,3,1,0,0
Operations,Female,52,3,2.8,3,1,0,1
Sales,Female,50,25,3.4,2,1,0,1
HR,Female,42,13,2.9,2,1,0,1
IT,Female,24,21,3.5,2,1,1,0
Marketing,Female,47,15,3.4,4,0,0,0
IT,Male,27,25,2.6,6,1,0,0
HR,Female,41,10,3.7,3,1,0,1
HR,Female,34,6,3.4,3,1,0,0
HR,Female,44,11,3.5,9,0,0,0
Operations,Female,36,25,3.3,3,1,0,0
Finance,Female,52,1,3.1,3,1,0,1
IT,Male,25,29,3.9,6,1,0,1
Finance,Female,32,20,4.0,4,0,0,0
Finance,Male,23,4,4.0,1,0,0,1
Marketing,Male,37,26,2.8,3,1,0,1
HR,Female,52,10,4.2,2,0,0,1
Operations,Male,25,22,3.8,5,0,0,1
Marketing,Male,49,26,4.1,0,1,0,1
Sales,Female,37,15,4.1,1,1,0,0
Operations,Female,46,29,3.7,0,1,0,0
Finance,Female,34,1,3.1,3,0,1,1
Operations,Male,26,26,3.1,2,1,0,1
HR,Female,51,21,3.2,6,0,1,0
Sales,Male,22,15,3.4,1,0,0,1
HR,Female,26,3,3.0,4,1,0,1
Sales,Male,35,1,2.6,1,0,0,0
Marketing,Male,32,6,2.7,2,1,0,0
Finance,Female,55,19,3.5,2,1,0,1
Sales,Female,50,4,3.4,5,0,0,1
Sales,Male,39,12,3.8,3,0,0,0
Sales,Male,36,25,3.4,3,1,0,1
Operations,Male,46,2,4.1,1,1,1,1
Marketing,Male,51,17,3.2,3,1,0,1
Operations,Female,23,26,3.7,8,1,0,1
Finance,Male,48,6,3.8,8,1,0,0
Sales,Male,36,12,3.5,2,1,0,1
Marketing,Male,53,15,4.0,1,0,0,1
Marketing,Male,41,17,3.8,1,1,0,1
IT,Female,35,1,3.9,4,1,1,1
Finance,Female,48,14,3.2,3,0,0,0
Marketing,Male,24,23,3.4,4,1,0,1
Sales,Male,24,2,2.4,2,1,0,0
Sales,Female,34,4,3.5,4,0,0,0
Marketing,Male,46,20,2.8,5,1,0,0
Operations,Male,39,2,4.7,4,1,0,1
Finance,Male,22,22,3.7,2,1,0,1
Sales,Male,26,26,3.3,1,0,0,1
Marketing,Male,23,14,3.9,4,1,0,1
Sales,Female,51,18,2.8,2,1,0,0
Marketing,Female,38,28,3.3,1,1,0,1
Finance,Female,50,8,3.3,4,1,0,0
Marketing,Male,25,20,3.8,5,0,0,0
IT,Female,30,1,3.0,3,1,0,0
Marketing,Female,42,16,3.2,3,1,0,0
Marketing,Female,33,7,3.6,3,1,0,0
Finance,Male,33,6,3.8,7,0,0,0
Marketing,Female,25,28,3.6,1,0,0,1
Finance,Male,49,22,3.0,2,1,0,1
IT,Female,30,27,3.6,1,1,0,1
Finance,Male,53,19,3.2,3,0,0,0
Sales,Female,34,10,3.0,5,1,0,1
Finance,Female,55,23,3.7,2,1,0,0
IT,Male,40,6,3.8,3,1,0,1
HR,Male,35,26,3.5,3,0,1,1
Marketing,Male,26,10,3.8,4,1,0,0
Finance,Male,48,25,3.9,1,1,0,0
Marketing,Male,49,19,2.3,3,0,0,1
Operations,Male,47,3,3.7,2,1,1,1
Sales,Male,31,20,4.3,5,0,0,1
Sales,Female,45,3,3.4,3,1,0,1
Operations,Male,38,20,4.3,2,1,0,0
Operations,Male,37,6,3.7,3,1,0,0
Finance,Male,38,17,3.5,3,0,0,1
Operations,Male,22,18,3.6,1,1,0,1
HR,Male,42,10,2.7,2,1,0,1
Marketing,Female,43,6,4.3,5,1,1,1
Marketing,Male,26,28,3.3,4,1,1,1
IT,Female,57,13,2.9,2,1,0,0
Operations,Female,42,6,3.2,3,0,0,1
Operations,Male,30,12,3.5,4,1,0,0
HR,Male,48,14,4.1,1,0,0,1
Sales,Male,33,17,3.5,3,1,0,1
Sales,Female,39,22,3.3,2,0,0,0
Marketing,Male,56,27,3.3,2,1,0,1
Marketing,Female,36,28,2.8,10,1,0,1
Finance,Female,51,25,3.2,2,0,0,0
HR,Female,54,8,3.2,5,1,0,1
IT,Male,57,26,3.6,1,0,0,1
IT,Male,51,5,2.6,1,1,0,0
HR,Female,47,29,3.3,2,0,0,0
IT,Female,42,4,4.2,4,0,0,0
Sales,Female,58,6,3.7,3,1,0,0
IT,Female,52,11,4.0,7,1,1,0
IT,Female,38,28,3.3,3,1,0,0
HR,Female,38,5,4.3,2,1,0,1
HR,Female,55,29,3.9,3,1,0,1
IT,Male,45,22,3.5,2,1,0,0
Operations,Female,54,14,3.8,2,1,0,1
HR,Male,25,10,2.9,2,1,0,1
Finance,Male,30,11,2.9,5,0,0,0
Finance,Female,23,3,3.9,6,1,0,0
Sales,Male,56,23,4.1,5,1,0,1
IT,Male,59,8,3.0,4,1,0,1
Operations,Male,36,21,3.9,3,1,0,1
Sales,Female,24,5,3.8,1,0,0,1
IT,Female,52,28,3.1,6,1,0,1
HR,Male,44,20,3.0,5,1,0,0
Finance,Male,33,26,3.1,2,0,0,1
Marketing,Male,29,21,3.3,3,0,0,0
Operations,Male,42,28,3.3,1,0,0,1
Marketing,Male,42,10,2.7,2,0,0,1
Finance,Female,53,27,3.3,3,0,0,1
Marketing,Male,38,8,3.7,2,0,0,1
HR,Male,58,21,3.8,1,1,0,0
IT,Male,45,9,3.2,1,0,0,1
HR,Male,29,29,4.2,4,1,0,1
Marketing,Male,39,28,3.5,3,0,0,0
HR,Female,32,29,4.8,4,1,0,1
Finance,Male,31,15,3.1,4,0,1,1
Operations,Female,47,1,3.7,2,0,0,1
HR,Female,27,23,3.5,3,0,0,0
Finance,Male,38,5,3.2,0,0,0,0
Operations,Male,44,15,3.9,0,1,0,1
IT,Female,58,4,3.9,1,0,0,1
Marketing,Male,49,19,3.4,3,1,0,0
IT,Female,37,28,3.7,3,0,0,1
Sales,Female,33,10,3.6,5,1,0,1
Finance,Male,42,23,3.4,3,0,1,1
Operations,Female,45,28,3.1,3,0,1,1
HR,Female,49,2,3.5,3,1,0,1
IT,Male,58,5,3.4,3,0,0,0
Operations,Female,42,18,3.0,2,1,1,0
Finance,Male,54,23,3.8,3,1,0,0
Sales,Male,23,6,3.5,0,0,0,0
IT,Female,58,29,3.4,2,1,0,0
Marketing,Female,40,10,2.8,3,0,0,0
Operations,Female,49,15,3.7,3,1,0,0
Marketing,Male,36,23,2.8,2,1,0,1
Operations,Male,22,28,3.6,2,1,0,1
Operations,Male,49,9,3.9,7,1,0,0
Finance,Male,56,13,4.3,4,0,0,1
Finance,Male,53,18,3.5,3,1,0,0
Finance,Male,49,25,4.4,4,1,1,1
HR,Male,30,7,3.9,5,1,0,0
Operations,Male,45,2,3.7,2,1,0,0
IT,Male,25,16,4.1,5,1,0,0
Marketing,Female,24,26,4.2,1,0,0,1
Finance,Female,43,2,3.9,1,1,0,0
Finance,Male,46,4,3.4,3,1,1,1
Marketing,Female,43,2,3.2,7,1,0,1
Marketing,Female,55,17,2.9,4,0,0,1
Operations,Female,41,6,3.6,2,0,0,0
Finance,Male,57,10,4.1,4,0,1,0
Marketing,Male,58,14,3.0,2,1,0,1
HR,Female,48,27,3.0,3,0,0,1
HR,Male,53,15,4.4,2,1,0,0
Finance,Female,50,21,3.4,3,1,0,1
Marketing,Female,53,12,2.6,3,1,0,1
Operations,Female,45,19,2.8,1,1,0,0
Operations,Male,24,11,3.7,5,0,0,1
Operations,Male,48,1,3.3,1,1,0,0
Sales,Male,30,25,3.7,3,0,0,1
Finance,Female,44,8,3.4,0,1,0,0
Operations,Male,28,22,3.6,3,0,0,0
HR,Female,38,6,4.4,4,0,0,0
Marketing,Male,58,12,3.4,3,1,0,0
IT,Male,28,20,4.1,5,1,0,1
IT,Male,51,16,3.6,4,0,0,0
Operations,Male,34,29,2.9,3,1,0,1
IT,Female,39,18,4.5,3,1,0,0
IT,Male,52,12,4.6,5,1,0,1
Sales,Female,43,20,3.4,5,0,0,1
HR,Female,35,2,3.6,0,1,0,0
HR,Female,39,29,4.1,0,0,0,0
Sales,Female,56,7,3.4,1,0,1,0
Sales,Male,38,9,4.0,1,0,0,1
IT,Male,40,29,3.1,6,1,0,1
Finance,Female,52,18,4.4,6,1,0,1
Marketing,Male,57,9,3.7,5,1,0,0
Marketing,Male,36,25,3.9,5,0,0,0
IT,Male,50,8,4.2,4,1,0,0
Marketing,Female,37,1,3.9,2,1,1,1
Sales,Male,54,5,3.5,1,0,0,0
HR,Male,46,16,4.4,0,0,0,0
Marketing,Male,37,14,3.9,2,0,0,1
IT,Female,51,26,3.4,2,1,0,1
Finance,Male,55,13,2.7,3,1,0,1
IT,Female,23,29,3.5,3,0,0,1
Operations,Female,59,11,3.2,2,1,0,0
IT,Female,39,20,3.5,1,1,0,0
Sales,Male,26,23,3.2,4,1,0,1
HR,Female,27,13,3.7,1,0,0,1
HR,Male,33,27,3.3,1,1,0,1
Marketing,Male,33,15,4.2,4,0,0,0
Sales,Female,33,24,3.8,3,1,0,0
Operations,Female,30,26,3.3,2,1,0,0
Sales,Female,43,27,3.5,2,1,0,1
IT,Female,37,16,3.8,3,0,1,0
Sales,Male,25,13,2.7,2,1,0,0
Sales,Female,24,8,3.7,6,1,0,0
Operations,Male,37,18,2.6,4,1,0,0
IT,Female,35,19,4.3,3,0,0,1
Finance,Male,59,29,3.3,4,1,0,1
Finance,Male,25,26,4.0,2,0,0,1
HR,Male,23,15,2.9,3,1,0,1
Marketing,Male,31,10,3.8,6,0,0,1
Sales,Male,32,23,2.9,2,0,0,0
HR,Male,47,4,3.4,3,1,0,0
Operations,Male,58,6,4.0,1,1,0,1
Finance,Female,47,8,3.8,4,0,0,0
Sales,Male,25,24,3.8,2,0,1,0
Operations,Male,47,7,3.3,5,1,0,0
Marketing,Male,59,29,3.0,4,1,0,0
Operations,Male,49,12,3.9,3,1,0,0
Sales,Female,23,18,3.0,0,1,0,1
Marketing,Female,23,18,3.2,1,0,1,1
Operations,Male,37,19,4.2,3,0,0,1
Marketing,Female,44,4,3.8,5,0,0,0
Sales,Female,44,1,2.8,1,1,0,0
Sales,Male,34,5,3.5,3,1,0,0
Marketing,Female,42,7,3.4,3,1,0,1
IT,Male,46,28,3.3,4,1,0,0
HR,Male,58,26,3.3,2,1,0,1
Operations,Male,34,11,4.2,7,1,0,1
Operations,Male,36,21,4.5,1,1,0,1
IT,Female,49,23,3.5,3,1,0,1
IT,Male,24,21,3.6,4,1,0,1
IT,Male,44,11,2.8,3,1,0,1
Finance,Male,25,10,4.3,4,1,0,0
Finance,Female,24,24,3.2,3,1,1,1
Marketing,Female,29,7,3.3,3,0,0,1
Finance,Female,46,16,3.9,1,1,0,0
Sales,Male,33,1,3.6,5,1,0,1
Marketing,Female,26,27,3.8,3,0,0,1
Operations,Male,54,1,3.8,4,0,0,1
HR,Male,46,12,3.5,2,1,0,0
Sales,Male,46,16,3.9,4,0,0,1
Operations,Male,56,5,2.6,0,1,0,0
Operations,Female,36,14,4.3,3,0,0,0
Marketing,Female,47,18,3.4,2,0,0,1
IT,Female,31,9,3.9,4,1,0,1
IT,Male,45,2,3.7,6,0,0,1
Sales,Male,56,12,2.5,5,1,0,0
IT,Male,50,25,3.6,1,1,0,0
Operations,Female,59,10,2.4,2,0,0,0
IT,Female,26,2,3.7,2,0,0,0
Finance,Female,45,15,3.6,1,1,0,0
IT,Male,40,4,2.9,3,1,0,0
Operations,Female,30,19,3.6,8,1,0,1
Marketing,Female,47,22,3.3,3,1,0,1
Sales,Female,46,4,3.4,2,1,0,1
HR,Female,56,25,2.2,2,0,0,0
IT,Female,57,9,2.9,4,1,0,0
Operations,Female,35,13,3.1,2,0,0,0
HR,Female,27,10,2.9,2,1,0,0
HR,Male,53,14,3.2,3,0,0,1
Finance,Male,47,25,3.2,6,0,0,1
HR,Male,36,3,3.7,4,1,0,0
Marketing,Male,52,3,2.1,4,0,0,0
Operations,Female,58,20,4.5,1,1,0,0
Operations,Male,59,16,3.2,6,1,0,0
IT,Male,58,9,3.3,2,1,1,1
IT,Male,40,14,3.8,3,0,0,0
IT,Female,35,22,4.4,4,1,0,1
Marketing,Male,57,16,3.2,4,1,0,0
HR,Male,58,9,3.8,3,1,0,0
HR,Male,32,24,3.2,1,0,0,0
Finance,Male,48,23,4.0,5,1,0,1
Marketing,Female,23,29,3.8,1,1,1,1
IT,Male,43,5,3.0,5,1,0,0
Sales,Female,23,13,3.8,2,1,0,1
Finance,Female,41,15,2.8,3,1,1,0
Sales,Female,38,25,3.1,2,1,0,0
HR,Male,25,4,2.8,4,0,0,0
Finance,Male,35,14,3.5,3,0,0,1
Finance,Male,28,20,4.0,3,0,0,1
Operations,Male,36,24,2.9,3,0,0,0
HR,Female,51,20,3.7,2,0,0,1
HR,Male,37,7,3.4,1,1,1,1
Marketing,Male,23,4,3.0,4,1,0,0
Finance,Female,40,27,3.3,4,0,0,1
HR,Female,22,17,3.8,5,1,0,1
Finance,Male,52,26,4.0,2,1,0,0
Marketing,Male,25,9,3.7,3,0,0,0
Marketing,Male,48,4,3.5,3,1,0,1
Operations,Female,46,3,3.5,2,1,0,1
Finance,Female,43,19,3.1,2,0,0,0
HR,Female,31,9,3.5,2,1,0,0
HR,Female,54,8,2.8,3,1,0,1
Finance,Male,51,26,3.4,4,0,0,0
Finance,Male,51,7,4.3,2,1,0,0
Finance,Male,37,7,3.3,2,1,0,1
IT,Female,30,4,4.1,4,0,0,1
HR,Female,38,19,3.8,2,0,0,1
Marketing,Male,56,12,4.2,5,1,0,0
HR,Male,36,20,1.9,4,1,1,1
IT,Female,49,6,3.6,4,1,0,1
Finance,Male,41,12,3.8,3,0,0,1
Operations,Female,54,29,3.9,2,0,0,0
Finance,Male,54,20,4.1,4,1,0,1
Finance,Male,57,4,3.8,5,1,0,1
IT,Male,34,2,3.6,2,0,0,0
HR,Female,25,15,3.0,5,1,0,0
Finance,Female,44,23,2.5,8,0,0,1
HR,Male,29,6,4.2,2,1,0,1
Sales,Female,34,18,3.2,0,1,0,1
Marketing,Female,45,21,3.3,4,0,0,1
HR,Female,51,22,4.0,5,1,0,0
Operations,Male,51,5,3.5,2,0,0,0
Marketing,Female,46,4,2.9,2,1,0,0
Operations,Male,54,11,2.6,2,0,0,1
Finance,Male,30,11,3.3,5,1,0,0
Marketing,Male,47,9,3.5,1,1,0,1
HR,Male,45,3,3.9,1,0,0,1
Marketing,Female,54,11,3.4,3,0,0,0
Finance,Male,46,2,3.5,5,0,1,1
IT,Male,36,9,2.8,0,1,0,0
Operations,Female,27,24,4.0,2,0,0,0
Finance,Female,41,25,5.0,5,0,0,0
IT,Female,37,10,4.2,2,1,0,1
Marketing,Male,42,11,4.1,3,1,0,0
Marketing,Female,36,3,3.7,3,1,0,0
Finance,Male,25,17,3.0,3,0,0,0
HR,Female,45,11,3.1,1,0,0,0
Marketing,Female,24,17,3.8,5,0,0,0
HR,Female,22,19,3.9,1,1,0,0
HR,Male,51,4,3.0,0,1,0,0
HR,Male,34,2,3.7,1,1,0,0
Sales,Male,39,24,3.6,1,1,0,1
IT,Male,32,14,3.7,7,0,0,1
IT,Male,50,29,3.7,1,1,0,1
Marketing,Female,25,15,3.7,3,1,0,0
Marketing,Male,46,28,2.5,1,1,0,0
HR,Female,57,3,4.4,4,0,0,0
Sales,Male,57,29,4.2,3,0,0,1
HR,Male,49,20,3.5,5,1,0,0
Sales,Female,29,22,2.9,2,1,0,1
HR,Female,42,26,3.8,1,1,0,1
Operations,Male,56,13,2.8,6,1,0,0
Operations,Male,39,22,4.3,5,0,0,1
Finance,Female,46,13,3.4,2,1,0,1
HR,Male,26,18,3.2,7,0,0,1
Marketing,Male,29,22,3.8,1,0,0,1
IT,Female,44,20,3.3,5,0,0,0
Finance,Male,24,21,3.4,1,0,0,1
Marketing,Male,58,7,3.1,0,1,0,0
Operations,Female,52,23,3.8,4,1,1,1
HR,Female,50,16,3.7,5,1,0,0
Finance,Male,41,16,4.0,1,1,0,1
HR,Male,24,22,2.7,2,1,0,1
Operations,Male,44,26,2.9,5,0,0,1
Finance,Female,42,6,3.2,5,1,0,1
Operations,Female,34,6,4.1,4,1,0,0
Sales,Male,29,4,2.8,3,1,1,1
Operations,Male,26,3,3.1,4,0,0,1
HR,Male,46,1,4.2,2,0,0,0
IT,Male,58,3,3.8,3,0,0,0
Operations,Female,26,19,4.0,2,0,0,0
Marketing,Male,29,9,3.5,2,0,0,1
IT,Male,25,14,4.4,3,0,0,1
Sales,Male,43,19,2.8,2,0,1,1
Finance,Male,35,24,3.4,2,0,0,1
Finance,Male,40,24,3.4,4,1,0,1
IT,Female,34,19,3.4,4,0,0,1
Finance,Female,56,26,2.9,2,1,0,1
Operations,Female,25,26,3.8,1,1,0,1
IT,Female,54,28,2.9,4,1,0,1
HR,Female,43,13,2.8,1,1,0,0
Operations,Female,22,22,2.2,3,1,0,0
Operations,Female,32,16,3.1,1,1,0,1
Operations,Male,37,28,3.6,2,1,0,0
HR,Male,25,8,3.6,3,1,0,1
Sales,Male,50,24,3.4,2,0,0,1
Marketing,Female,59,26,3.2,3,0,0,1
Finance,Female,45,16,3.3,0,0,0,1
IT,Male,30,26,3.2,0,0,0,1
Sales,Male,29,9,4.5,4,1,0,0
IT,Male,35,9,2.9,5,1,0,0
Finance,Male,36,24,3.1,1,1,0,1
HR,Male,43,23,3.5,2,0,0,0
Operations,Male,58,26,3.0,2,1,0,1
Operations,Male,36,3,3.5,5,1,0,1
HR,Female,27,7,2.7,0,0,0,0
Sales,Female,22,20,3.6,4,1,0,1
Sales,Female,41,18,3.3,5,0,0,0
IT,Female,57,24,3.1,10,0,0,1
HR,Female,23,2,3.4,4,1,0,1
Sales,Female,27,1,3.2,1,0,0,1
HR,Female,23,12,3.3,1,0,1,0
Finance,Female,24,16,3.9,2,1,0,0
Operations,Male,28,12,4.4,0,0,0,0
Operations,Male,41,21,2.1,3,1,0,1
Operations,Female,26,10,3.4,2,1,1,1
HR,Male,46,29,2.9,0,0,0,0
HR,Male,59,9,3.3,4,0,0,0
IT,Male,39,21,3.7,2,1,0,1
Operations,Male,22,27,4.7,3,0,0,0
IT,Female,46,18,3.3,2,0,0,1
Operations,Male,38,26,3.6,2,1,0,0
IT,Male,36,4,3.0,3,1,0,1
IT,Male,26,8,3.0,5,1,0,0
Finance,Female,38,23,3.0,0,1,0,0
IT,Female,42,21,3.1,3,1,0,1
HR,Female,44,4,3.3,4,1,0,1
IT,Female,31,16,4.2,3,0,0,1
Operations,Male,38,21,3.3,3,1,0,1
IT,Male,22,23,3.8,1,0,0,1
Sales,Male,58,21,3.6,4,0,0,0
Marketing,Female,28,8,4.0,0,0,0,1
Operations,Female,33,7,2.5,3,1,0,0
Sales,Male,22,23,3.7,5,1,0,1
Operations,Male,41,25,3.6,0,0,0,0
HR,Male,52,24,3.5,6,0,0,1
Marketing,Female,25,13,4.0,2,1,0,1
Marketing,Male,47,28,3.4,3,1,0,1
HR,Male,33,8,3.9,3,1,0,1
Marketing,Male,43,22,3.6,1,1,0,1
HR,Female,22,7,3.6,2,0,0,1
Sales,Female,22,24,3.7,3,0,0,0
Finance,Male,24,29,3.4,3,0,0,1
Operations,Female,33,5,4.3,3,1,0,0
HR,Male,42,26,4.0,4,0,0,0
Operations,Female,34,18,3.5,3,0,1,0
Sales,Male,34,23,3.6,2,1,0,0
Finance,Female,39,26,3.7,3,1,0,1
Sales,Male,54,19,3.9,1,1,0,0
Marketing,Male,27,10,4.3,5,0,0,1
Operations,Female,46,11,4.0,2,0,0,0
Finance,Male,44,8,3.4,2,1,0,1
Marketing,Male,45,6,3.1,1,1,0,0
Finance,Male,58,11,4.0,3,1,0,1
Marketing,Male,47,16,3.6,3,1,0,0
Sales,Male,25,4,3.0,4,0,0,1
HR,Male,59,2,3.9,1,0,0,1
Operations,Female,56,13,4.3,4,1,0,0
IT,Female,32,7,3.5,3,1,0,1
IT,Male,57,17,4.3,3,1,0,1
Sales,Female,46,23,3.9,0,1,0,1
Operations,Female,41,13,2.9,0,1,0,1
Operations,Male,22,10,3.7,3,1,1,0
Sales,Male,51,13,2.6,4,1,0,0
Operations,Female,25,10,3.7,3,0,0,0
HR,Female,44,7,3.0,3,1,1,0
Sales,Male,56,10,3.6,5,0,0,0
HR,Male,43,29,3.8,1,0,0,0
Operations,Male,52,16,3.2,3,1,1,1
Sales,Female,22,3,4.3,8,1,1,0
Operations,Male,25,4,3.0,4,1,0,0
Sales,Female,40,28,2.4,6,1,0,0
Operations,Male,51,4,3.5,4,0,0,1
HR,Male,22,4,4.2,5,0,1,1
HR,Male,40,16,3.5,0,1,0,1
Operations,Female,42,9,3.2,2,0,0,0
Sales,Male,43,6,2.7,2,1,0,0
IT,Male,23,10,3.2,3,0,0,0
HR,Female,27,25,2.9,3,0,0,1
HR,Female,42,28,3.6,2,0,0,0
Marketing,Male,54,4,3.7,2,0,0,1
IT,Male,40,23,3.0,3,0,0,0
Operations,Female,48,29,3.3,2,0,0,1
Sales,Female,58,12,4.2,3,0,0,1
Marketing,Male,50,10,3.3,4,1,0,1
Operations,Female,49,12,3.3,4,1,0,1
Finance,Male,55,28,3.6,1,1,1,1
HR,Female,22,25,2.8,1,1,0,0
Finance,Male,46,26,4.0,4,1,0,1
HR,Female,42,19,3.3,3,0,0,1
HR,Male,55,29,2.9,4,1,0,1
Finance,Female,47,19,3.8,2,1,0,1
Finance,Female,57,22,3.3,4,0,0,0
Operations,Male,56,24,3.1,2,0,1,0
Marketing,Male,44,1,3.5,4,1,0,1
Marketing,Male,38,4,4.0,6,1,0,0
Finance,Female,33,13,3.3,2,0,0,1
Operations,Female,41,8,3.0,2,0,0,0
Marketing,Female,48,22,2.4,1,0,0,0
Operations,Male,58,14,2.8,4,1,0,0
Operations,Female,41,16,3.3,5,0,0,1
HR,Male,32,2,2.8,2,1,0,1
Marketing,Male,49,8,3.2,4,1,0,1
Marketing,Male,23,13,4.5,3,1,0,1
HR,Male,45,1,4.1,2,0,0,1
Finance,Female,37,12,3.1,2,1,0,0
HR,Female,33,17,3.6,1,1,0,1
Marketing,Male,37,7,3.0,0,0,0,0
Marketing,Male,57,16,4.3,4,0,0,1
Finance,Male,23,14,3.5,3,0,0,1
HR,Female,46,10,4.0,3,1,0,1
Sales,Male,50,3,3.1,2,1,0,1
Sales,Male,49,28,4.3,2,1,0,1
Finance,Female,31,12,3.3,2,0,0,0
HR,Female,44,8,2.6,1,1,0,0
HR,Female,53,16,3.4,4,1,0,1
Operations,Female,52,25,3.2,2,1,0,1
Marketing,Female,40,24,4.0,8,0,0,1
IT,Male,36,1,3.2,1,0,0,0
Finance,Female,54,17,3.8,4,0,1,1
IT,Male,38,6,3.2,3,0,0,1
IT,Female,57,28,3.1,3,1,0,0
Finance,Male,41,1,3.5,8,0,0,1
HR,Female,30,24,3.8,5,1,0,1
Finance,Male,59,15,2.7,1,0,0,0
IT,Male,24,13,4.0,1,0,0,0
Marketing,Female,23,6,4.0,3,1,0,0
Marketing,Male,39,21,3.3,7,0,1,1
Marketing,Female,44,13,3.4,3,1,0,1
HR,Male,40,22,2.2,5,1,0,1
Sales,Female,28,4,4.4,4,0,0,1
Finance,Female,56,1,3.3,2,1,0,1
Marketing,Female,41,23,4.0,5,0,0,0
Finance,Male,41,10,3.2,4,1,0,0
Marketing,Male,40,25,3.5,4,1,0,1
HR,Male,37,4,3.8,0,0,0,0
Sales,Female,59,13,3.3,1,0,1,0
Sales,Female,42,4,2.7,2,0,0,0
Marketing,Female,50,16,3.4,6,1,0,1
HR,Male,59,9,2.8,3,0,1,1
Operations,Male,45,4,3.1,5,1,0,0
Finance,Male,58,26,3.2,2,0,0,0
Finance,Female,50,20,3.5,6,1,0,1
IT,Male,52,8,3.2,2,1,0,1
HR,Male,33,27,2.9,4,1,0,0
IT,Female,51,4,3.6,4,0,0,0
Marketing,Male,25,9,3.8,6,0,0,1
IT,Female,51,11,2.8,2,1,0,0
Sales,Male,26,24,3.5,2,1,0,1
Finance,Male,37,5,3.9,6,1,0,0
IT,Male,48,9,3.6,3,0,0,0
Sales,Female,25,8,2.9,4,1,0,0
HR,Male,29,26,3.6,3,0,0,0
IT,Male,29,4,3.5,4,0,0,0
Marketing,Male,38,20,3.6,3,1,0,1
Marketing,Male,24,1,3.5,3,1,0,0
Marketing,Female,48,20,2.5,3,0,0,1
Finance,Male,55,28,3.4,4,0,0,1
IT,Female,42,13,4.0,0,1,0,0
HR,Male,45,24,4.2,4,0,0,1
IT,Female,50,28,4.0,1,0,0,0
Finance,Female,27,28,3.5,4,1,0,0
Sales,Female,35,5,3.8,3,1,0,1
Finance,Female,35,22,3.8,5,0,0,0
Marketing,Male,58,20,3.4,5,0,1,0
Sales,Female,45,21,4.1,4,0,0,0
Marketing,Male,34,10,3.2,1,0,0,1
Operations,Male,22,16,3.4,0,0,1,0
Finance,Female,33,8,4.0,3,1,0,1
Finance,Male,45,12,3.0,3,1,0,1
HR,Female,58,25,2.8,6,0,0,0
IT,Male,41,3,3.0,2,1,0,1
Sales,Male,27,26,3.7,5,0,0,1
Sales,Female,33,4,4.6,4,1,0,1
HR,Female,42,17,4.1,1,1,0,0
HR,Female,24,27,3.9,0,1,0,0
IT,Female,48,21,4.3,4,1,0,0
Marketing,Female,57,20,3.6,4,1,0,1
IT,Male,38,22,3.2,1,1,0,0
Finance,Female,36,22,3.5,4,1,0,0
Marketing,Male,25,13,3.4,4,1,0,0
Operations,Male,38,26,3.0,3,1,0,1
IT,Male,59,6,3.4,6,1,0,1
HR,Male,32,3,2.7,2,0,0,0
Marketing,Female,33,14,3.3,1,0,0,0
IT,Female,53,7,3.5,3,1,0,1
Sales,Female,48,3,3.4,3,0,0,0
Operations,Female,48,6,4.3,2,0,0,1
Finance,Male,50,29,3.6,0,0,0,1
Sales,Male,30,13,4.4,0,1,0,1
Sales,Male,24,14,2.8,2,1,0,1
Operations,Female,50,15,3.9,2,1,0,0
Finance,Male,42,26,3.6,3,0,0,1
HR,Male,56,16,3.5,5,0,0,1
Marketing,Female,31,1,2.8,1,0,0,0
Finance,Female,44,15,3.7,4,1,1,1
IT,Female,46,24,4.6,3,0,0,1
Sales,Female,45,7,3.7,6,0,0,0
IT,Male,41,28,3.5,4,1,1,1
